dong,apt_name,base_count,base_median_pp,base_avg_pp,base_median_price,base_median_area,end_count,end_median_pp,end_avg_pp,end_median_price,end_median_area,median_growth_pct,avg_growth_pct,two_window_count
하동,광교호수마을호반써밋,22,2210.3379767149495,2245.5679987869594,60500.0,84.94,6,4638.733917530808,4522.4434923926665,130250.0,98.02,109.86536748669499,101.39419046030494,28
이의동,광교e편한세상,38,2356.5521028511052,2372.3088902391373,78750.0,101.9421,7,4653.754522411036,4737.438168470336,165000.0,120.594,97.48150345501085,99.69735762330616,45
원천동,광교호반베르디움,47,2313.9816721341017,2316.9733590700007,42000.0,59.9306,7,4451.449843652492,4355.390505175446,80700.0,59.9306,92.3718712753278,87.97758239756529,54
