dong,moon_total_pct,lee_so_far_pct,remaining_pct_to_moon_like,price_600m_if_moon_like
망포동,166.92002201455205,-4.290209762917662,178.88476335949073,1673308580.1569443
이의동,83.9548650699712,-13.022107236432435,111.4961161108106,1268976696.6648636
원천동,104.71699282675209,-1.2345679012345623,107.27595523708646,1243655731.4225187
영통동,87.78758874079868,6.352732240224235,76.57053541100709,1059423212.4660425
매탄동,89.79108864780858,8.869821885897045,74.3284643624406,1045970786.1746435
신동,72.71727172717273,3.93191521795051,66.18309338856676,997098560.3314005
하동,75.1732328480341,12.40455636445612,55.84175456380904,935050527.3828542
